Country Name,"Country Code","Series Name","Series Code","2020 [YR2020]"
Channel Islands,"CHI","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Channel Islands,"CHI","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Channel Islands,"CHI","Labor force, total","SL.TLF.TOTL.IN","84092"
Chile,"CHL","GDP (current US$)","NY.GDP.MKTP.CD","252727193710.018"
Chile,"CHL","Population, total","SP.POP.TOTL","19300315"
Chile,"CHL","Urban population","SP.URB.TOTL","16931587"
Chile,"CHL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Chile,"CHL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","79.377"
Chile,"CHL","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","26.9706253708118"
Chile,"CHL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","31.533534451748"
Chile,"CHL","Labor force, total","SL.TLF.TOTL.IN","8698434"
China,"CHN","GDP (current US$)","NY.GDP.MKTP.CD","14687673892882"
China,"CHN","Population, total","SP.POP.TOTL","1411100000"
China,"CHN","Urban population","SP.URB.TOTL","866810508"
China,"CHN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","3.5699999332428"
China,"CHN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","78.077"
China,"CHN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","16.1681565370193"
China,"CHN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","18.5861392390289"
China,"CHN","Labor force, total","SL.TLF.TOTL.IN","751446304"
Colombia,"COL","GDP (current US$)","NY.GDP.MKTP.CD","270299984937.97"
Colombia,"COL","Population, total","SP.POP.TOTL","50930662"
Colombia,"COL","Urban population","SP.URB.TOTL","41470292"
Colombia,"COL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.93310022354126"
Colombia,"COL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","74.769"
Colombia,"COL","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","20.4133495007104"
Colombia,"COL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","13.4908818196109"
Colombia,"COL","Labor force, total","SL.TLF.TOTL.IN","24932942"
Comoros,"COM","GDP (current US$)","NY.GDP.MKTP.CD","1225039230.74083"
Comoros,"COM","Population, total","SP.POP.TOTL","806166"
Comoros,"COM","Urban population","SP.URB.TOTL","236852"
Comoros,"COM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Comoros,"COM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","64.166"
Comoros,"COM","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","28.0581825073439"
Comoros,"COM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","5.67175210840519"
Comoros,"COM","Labor force, total","SL.TLF.TOTL.IN","216650"
"Congo, Dem. Rep.","COD","GDP (current US$)","NY.GDP.MKTP.CD","48716960860.0664"
"Congo, Dem. Rep.","COD","Population, total","SP.POP.TOTL","92853164"
"Congo, Dem. Rep.","COD","Urban population","SP.URB.TOTL","42376327"
"Congo, Dem. Rep.","COD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","2.45000004768372"
"Congo, Dem. Rep.","COD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","59.739"
"Congo, Dem. Rep.","COD","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","29.8868058018726"
"Congo, Dem. Rep.","COD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","28.6049515263296"
"Congo, Dem. Rep.","COD","Labor force, total","SL.TLF.TOTL.IN","32445874"
"Congo, Rep.","COG","GDP (current US$)","NY.GDP.MKTP.CD","10483151175.8451"
"Congo, Rep.","COG","Population, total","SP.POP.TOTL","5702174"
"Congo, Rep.","COG","Urban population","SP.URB.TOTL","3867728"
"Congo, Rep.","COG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.4486198425293"
"Congo, Rep.","COG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","63.785"
"Congo, Rep.","COG","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","42.4095137873946"
"Congo, Rep.","COG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","57.0127050989658"
"Congo, Rep.","COG","Labor force, total","SL.TLF.TOTL.IN","2234418"
Costa Rica,"CRI","GDP (current US$)","NY.GDP.MKTP.CD","62158002233.0279"
Costa Rica,"CRI","Population, total","SP.POP.TOTL","5123105"
Costa Rica,"CRI","Urban population","SP.URB.TOTL","4137983"
Costa Rica,"CRI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","6.71066999435425"
Costa Rica,"CRI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","79.277"
Costa Rica,"CRI","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","28.5696775195183"
Costa Rica,"CRI","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","31.5353944113983"
Costa Rica,"CRI","Labor force, total","SL.TLF.TOTL.IN","2456537"
Cote d'Ivoire,"CIV","GDP (current US$)","NY.GDP.MKTP.CD","61348579465.1017"
Cote d'Ivoire,"CIV","Population, total","SP.POP.TOTL","26811790"
Cote d'Ivoire,"CIV","Urban population","SP.URB.TOTL","13863304"
Cote d'Ivoire,"CIV","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","3.44302010536194"
Cote d'Ivoire,"CIV","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","59.032"
Cote d'Ivoire,"CIV","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","20.6364028168269"
Cote d'Ivoire,"CIV","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","21.5681182248983"
Cote d'Ivoire,"CIV","Labor force, total","SL.TLF.TOTL.IN","9943686"
Croatia,"HRV","GDP (current US$)","NY.GDP.MKTP.CD","57472012426.6853"
Croatia,"HRV","Population, total","SP.POP.TOTL","4047680"
Croatia,"HRV","Urban population","SP.URB.TOTL","2329561"
Croatia,"HRV","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","5.53999996185303"
Croatia,"HRV","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","77.7243902439024"
Croatia,"HRV","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","48.5033854890341"
Croatia,"HRV","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","41.4820145218589"
Croatia,"HRV","Labor force, total","SL.TLF.TOTL.IN","1772376"
Cuba,"CUB","GDP (current US$)","NY.GDP.MKTP.CD","107352000000"
Cuba,"CUB","Population, total","SP.POP.TOTL","11300698"
Cuba,"CUB","Urban population","SP.URB.TOTL","8723461"
Cuba,"CUB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","1.15247967187315E-05"
Cuba,"CUB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","77.567"
Cuba,"CUB","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","7.51453163424994"
Cuba,"CUB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","8.16845517549743"
Cuba,"CUB","Labor force, total","SL.TLF.TOTL.IN","4938351"
Curacao,"CUW","GDP (current US$)","NY.GDP.MKTP.CD","2496174748.60335"
Curacao,"CUW","Population, total","SP.POP.TOTL","154947"
Curacao,"CUW","Urban population","SP.URB.TOTL","137999"
Curacao,"CUW","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","7.42913866043091"
Curacao,"CUW","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","#N/A"
Curacao,"CUW","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Curacao,"CUW","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Curacao,"CUW","Labor force, total","SL.TLF.TOTL.IN","#N/A"
Cyprus,"CYP","GDP (current US$)","NY.GDP.MKTP.CD","25008448886.3507"
Cyprus,"CYP","Population, total","SP.POP.TOTL","1237537"
Cyprus,"CYP","Urban population","SP.URB.TOTL","826935"
Cyprus,"CYP","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","6.05999994277954"
Cyprus,"CYP","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","81.391"
Cyprus,"CYP","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","82.7669616349417"
Cyprus,"CYP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","81.388777485457"
Cyprus,"CYP","Labor force, total","SL.TLF.TOTL.IN","651740"
Czechia,"CZE","GDP (current US$)","NY.GDP.MKTP.CD","245974558654.043"
Czechia,"CZE","Population, total","SP.POP.TOTL","10697858"
Czechia,"CZE","Urban population","SP.URB.TOTL","7922941"
Czechia,"CZE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","5.07999992370605"
Czechia,"CZE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","78.2268292682927"
Czechia,"CZE","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","63.1995482324718"
Czechia,"CZE","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","69.9487715380852"
Czechia,"CZE","Labor force, total","SL.TLF.TOTL.IN","5375292"
Denmark,"DNK","GDP (current US$)","NY.GDP.MKTP.CD","355222449505.211"
Denmark,"DNK","Population, total","SP.POP.TOTL","5831404"
Denmark,"DNK","Urban population","SP.URB.TOTL","5138400"
Denmark,"DNK","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","6.38000011444092"
Denmark,"DNK","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","81.5512195121951"
Denmark,"DNK","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","48.5826383015702"
Denmark,"DNK","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","54.9296212640352"
Denmark,"DNK","Labor force, total","SL.TLF.TOTL.IN","3028252"
Djibouti,"DJI","GDP (current US$)","NY.GDP.MKTP.CD","3181071153.6622"
Djibouti,"DJI","Population, total","SP.POP.TOTL","1090156"
Djibouti,"DJI","Urban population","SP.URB.TOTL","850998"
Djibouti,"DJI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Djibouti,"DJI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","62.694"
Djibouti,"DJI","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","107.3489620874"
Djibouti,"DJI","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","115.774818188231"
Djibouti,"DJI","Labor force, total","SL.TLF.TOTL.IN","230671"
Dominica,"DMA","GDP (current US$)","NY.GDP.MKTP.CD","504214814.814815"
Dominica,"DMA","Population, total","SP.POP.TOTL","71995"
Dominica,"DMA","Urban population","SP.URB.TOTL","51181"
Dominica,"DMA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.69630002975464"
Dominica,"DMA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","#N/A"
Dominica,"DMA","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Dominica,"DMA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Dominica,"DMA","Labor force, total","SL.TLF.TOTL.IN","#N/A"
Dominican Republic,"DOM","GDP (current US$)","NY.GDP.MKTP.CD","78844702329.0785"
Dominican Republic,"DOM","Population, total","SP.POP.TOTL","10999664"
Dominican Republic,"DOM","Urban population","SP.URB.TOTL","9079123"
Dominican Republic,"DOM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.61870002746582"
Dominican Republic,"DOM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","72.889"
Dominican Republic,"DOM","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","25.9979593928743"
Dominican Republic,"DOM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","18.2956971595932"
Dominican Republic,"DOM","Labor force, total","SL.TLF.TOTL.IN","4804576"
Ecuador,"ECU","GDP (current US$)","NY.GDP.MKTP.CD","99291124000"
Ecuador,"ECU","Population, total","SP.POP.TOTL","17588595"
Ecuador,"ECU","Urban population","SP.URB.TOTL","11285898"
Ecuador,"ECU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.13413000106812"
Ecuador,"ECU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","72.153"
Ecuador,"ECU","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","19.5173034802184"
Ecuador,"ECU","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","21.8579265957348"
Ecuador,"ECU","Labor force, total","SL.TLF.TOTL.IN","7769265"
"Egypt, Arab Rep.","EGY","GDP (current US$)","NY.GDP.MKTP.CD","365252651278.852"
"Egypt, Arab Rep.","EGY","Population, total","SP.POP.TOTL","107465134"
"Egypt, Arab Rep.","EGY","Urban population","SP.URB.TOTL","45976808"
"Egypt, Arab Rep.","EGY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","2.48000001907349"
"Egypt, Arab Rep.","EGY","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","70.99"
"Egypt, Arab Rep.","EGY","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","20.6524338172502"
"Egypt, Arab Rep.","EGY","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","13.1067463706234"
"Egypt, Arab Rep.","EGY","Labor force, total","SL.TLF.TOTL.IN","29815653"
El Salvador,"SLV","GDP (current US$)","NY.GDP.MKTP.CD","24563020000"
El Salvador,"SLV","Population, total","SP.POP.TOTL","6292731"
El Salvador,"SLV","Urban population","SP.URB.TOTL","4621633"
El Salvador,"SLV","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.07082843780518"
El Salvador,"SLV","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.061"
El Salvador,"SLV","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","43.8219730310035"
El Salvador,"SLV","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","25.6291775197024"
El Salvador,"SLV","Labor force, total","SL.TLF.TOTL.IN","2591073"
Equatorial Guinea,"GNQ","GDP (current US$)","NY.GDP.MKTP.CD","10099158074.7273"
Equatorial Guinea,"GNQ","Population, total","SP.POP.TOTL","1596049"
Equatorial Guinea,"GNQ","Urban population","SP.URB.TOTL","1166712"
Equatorial Guinea,"GNQ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Equatorial Guinea,"GNQ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","60.708"
Equatorial Guinea,"GNQ","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","45.9406385860181"
Equatorial Guinea,"GNQ","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","43.4867314883318"
Equatorial Guinea,"GNQ","Labor force, total","SL.TLF.TOTL.IN","527811"
Eritrea,"ERI","GDP (current US$)","NY.GDP.MKTP.CD","#N/A"
Eritrea,"ERI","Population, total","SP.POP.TOTL","3555868"
Eritrea,"ERI","Urban population","SP.URB.TOTL","1470245"
Eritrea,"ERI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Eritrea,"ERI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","67.133"
Eritrea,"ERI","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Eritrea,"ERI","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Eritrea,"ERI","Labor force, total","SL.TLF.TOTL.IN","1632150"
Estonia,"EST","GDP (current US$)","NY.GDP.MKTP.CD","31370395572.7658"
Estonia,"EST","Population, total","SP.POP.TOTL","1329522"
Estonia,"EST","Urban population","SP.URB.TOTL","920415"
Estonia,"EST","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","6.57999992370605"
Estonia,"EST","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","78.3463414634146"
Estonia,"EST","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","69.1924757132555"
Estonia,"EST","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","69.2738629866934"
Estonia,"EST","Labor force, total","SL.TLF.TOTL.IN","700236"
Eswatini,"SWZ","GDP (current US$)","NY.GDP.MKTP.CD","3982226055.38454"
Eswatini,"SWZ","Population, total","SP.POP.TOTL","1180655"
Eswatini,"SWZ","Urban population","SP.URB.TOTL","285376"
Eswatini,"SWZ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","5.34233999252319"
Eswatini,"SWZ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","59.692"
Eswatini,"SWZ","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","41.9679793111403"
Eswatini,"SWZ","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","44.916525846412"
Eswatini,"SWZ","Labor force, total","SL.TLF.TOTL.IN","383976"
Ethiopia,"ETH","GDP (current US$)","NY.GDP.MKTP.CD","107657734392.446"
Ethiopia,"ETH","Population, total","SP.POP.TOTL","117190911"
Ethiopia,"ETH","Urban population","SP.URB.TOTL","25424568"
Ethiopia,"ETH","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Ethiopia,"ETH","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","65.371"
Ethiopia,"ETH","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","16.878912700715"
Ethiopia,"ETH","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","7.12720094276697"
Ethiopia,"ETH","Labor force, total","SL.TLF.TOTL.IN","55819517"
Faroe Islands,"FRO","GDP (current US$)","NY.GDP.MKTP.CD","3248696901.60652"
Faroe Islands,"FRO","Population, total","SP.POP.TOTL","52415"
Faroe Islands,"FRO","Urban population","SP.URB.TOTL","22223"
Faroe Islands,"FRO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Faroe Islands,"FRO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","83.0926829268293"
Faroe Islands,"FRO","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","49.1438976535409"
Faroe Islands,"FRO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","47.7657587292326"
Faroe Islands,"FRO","Labor force, total","SL.TLF.TOTL.IN","#N/A"
Fiji,"FJI","GDP (current US$)","NY.GDP.MKTP.CD","4477040340.45226"
Fiji,"FJI","Population, total","SP.POP.TOTL","920422"
Fiji,"FJI","Urban population","SP.URB.TOTL","526914"
Fiji,"FJI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","5.67535305023193"
Fiji,"FJI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","67.924"
Fiji,"FJI","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","44.2171594593268"
Fiji,"FJI","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","27.5196049264609"
Fiji,"FJI","Labor force, total","SL.TLF.TOTL.IN","367253"
Finland,"FIN","GDP (current US$)","NY.GDP.MKTP.CD","271891788362.647"
Finland,"FIN","Population, total","SP.POP.TOTL","5529543"
Finland,"FIN","Urban population","SP.URB.TOTL","4728699"
Finland,"FIN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","5.88000011444092"
Finland,"FIN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","82.1317073170732"
Finland,"FIN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","35.7103548518545"
Finland,"FIN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","35.9237616733111"
Finland,"FIN","Labor force, total","SL.TLF.TOTL.IN","2751071"
France,"FRA","GDP (current US$)","NY.GDP.MKTP.CD","2639008701648.26"
France,"FRA","Population, total","SP.POP.TOTL","67571107"
France,"FRA","Urban population","SP.URB.TOTL","54715704"
France,"FRA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","5.5"
France,"FRA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","82.1756097560976"
France,"FRA","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","29.4135952484106"
France,"FRA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","27.4502276377653"
France,"FRA","Labor force, total","SL.TLF.TOTL.IN","30379166"
French Polynesia,"PYF","GDP (current US$)","NY.GDP.MKTP.CD","5709421968.74051"
French Polynesia,"PYF","Population, total","SP.POP.TOTL","301920"
French Polynesia,"PYF","Urban population","SP.URB.TOTL","187115"
French Polynesia,"PYF","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
French Polynesia,"PYF","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","82.217"
French Polynesia,"PYF","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","35.661894462872"
French Polynesia,"PYF","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","11.1903411799537"
French Polynesia,"PYF","Labor force, total","SL.TLF.TOTL.IN","131173"
Gabon,"GAB","GDP (current US$)","NY.GDP.MKTP.CD","15314577167.8211"
Gabon,"GAB","Population, total","SP.POP.TOTL","2292573"
Gabon,"GAB","Urban population","SP.URB.TOTL","2065425"
Gabon,"GAB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","3.18161010742188"
Gabon,"GAB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","66.531"
Gabon,"GAB","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","22.5552344452796"
Gabon,"GAB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","47.5047621419628"
Gabon,"GAB","Labor force, total","SL.TLF.TOTL.IN","674538"
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","1812169483.72578"
"Gambia, The","GMB","Population, total","SP.POP.TOTL","2573995"
"Gambia, The","GMB","Urban population","SP.URB.TOTL","1610858"
"Gambia, The","GMB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","2.76372003555298"
"Gambia, The","GMB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","62.612"
"Gambia, The","GMB","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","37.8785731385365"
"Gambia, The","GMB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","9.62179188685386"
"Gambia, The","GMB","Labor force, total","SL.TLF.TOTL.IN","869941"
Georgia,"GEO","GDP (current US$)","NY.GDP.MKTP.CD","15842922532.7202"
Georgia,"GEO","Population, total","SP.POP.TOTL","3722716"
Georgia,"GEO","Urban population","SP.URB.TOTL","2213266"
Georgia,"GEO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","3.85008001327515"
Georgia,"GEO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","72.765"
Georgia,"GEO","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","56.5843034270251"
Georgia,"GEO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","37.2914948646426"
Georgia,"GEO","Labor force, total","SL.TLF.TOTL.IN","1866753"
Germany,"DEU","GDP (current US$)","NY.GDP.MKTP.CD","3889668895299.62"
Germany,"DEU","Population, total","SP.POP.TOTL","83160871"
Germany,"DEU","Urban population","SP.URB.TOTL","64410589"
Germany,"DEU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.65999984741211"
Germany,"DEU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","80.9414634146342"
Germany,"DEU","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","37.3851760276969"
Germany,"DEU","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","43.0131290321633"
Germany,"DEU","Labor force, total","SL.TLF.TOTL.IN","43501191"
Ghana,"GHA","GDP (current US$)","NY.GDP.MKTP.CD","70043199813.6885"
Ghana,"GHA","Population, total","SP.POP.TOTL","32180401"
Ghana,"GHA","Urban population","SP.URB.TOTL","18455138"
Ghana,"GHA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Ghana,"GHA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","64.114"
Ghana,"GHA","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","17.7958155639978"
Ghana,"GHA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","20.7210460973151"
Ghana,"GHA","Labor force, total","SL.TLF.TOTL.IN","13734537"
Gibraltar,"GIB","GDP (current US$)","NY.GDP.MKTP.CD","#N/A"
Gibraltar,"GIB","Population, total","SP.POP.TOTL","32709"
Gibraltar,"GIB","Urban population","SP.URB.TOTL","32709"
Gibraltar,"GIB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Gibraltar,"GIB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","82.198"
Gibraltar,"GIB","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Gibraltar,"GIB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Gibraltar,"GIB","Labor force, total","SL.TLF.TOTL.IN","#N/A"
Greece,"GRC","GDP (current US$)","NY.GDP.MKTP.CD","188925995936.807"
Greece,"GRC","Population, total","SP.POP.TOTL","10698599"
Greece,"GRC","Urban population","SP.URB.TOTL","8528388"
Greece,"GRC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","4.44000005722046"
Greece,"GRC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","81.0878048780488"
Greece,"GRC","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","39.6823957653075"
Greece,"GRC","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","31.9884491678224"
Greece,"GRC","Labor force, total","SL.TLF.TOTL.IN","4643796"
Greenland,"GRL","GDP (current US$)","NY.GDP.MKTP.CD","3076015346.7541"
Greenland,"GRL","Population, total","SP.POP.TOTL","56367"
Greenland,"GRL","Urban population","SP.URB.TOTL","49198"
Greenland,"GRL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Greenland,"GRL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.4046341463415"
Greenland,"GRL","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","48.836192331392"
Greenland,"GRL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","36.3627780317637"
Greenland,"GRL","Labor force, total","SL.TLF.TOTL.IN","#N/A"
Grenada,"GRD","GDP (current US$)","NY.GDP.MKTP.CD","1043414814.81481"
Grenada,"GRD","Population, total","SP.POP.TOTL","123663"
Grenada,"GRD","Urban population","SP.URB.TOTL","45183"
Grenada,"GRD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
Grenada,"GRD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","74.924"
Grenada,"GRD","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","#N/A"
Grenada,"GRD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","#N/A"
Grenada,"GRD","Labor force, total","SL.TLF.TOTL.IN","#N/A"
Guam,"GUM","GDP (current US$)","NY.GDP.MKTP.CD","5886000000"
Guam,"GUM","Population, total","SP.POP.TOTL","169231"
Guam,"GUM","Urban population","SP.URB.TOTL","160665"
Guam,"GUM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","#N/A"
