;Grid_Code;families_total_units;famk_couple_wout_child;famk_couple_1_child_less_18;famk_couple_children_more_18;famk_reg_partner_wout_child;famk_reg_partner_1_child_less_18;famk_reg_partner_children_more_18;famk_nonmarital_wout_child;famk_nonmarital_1_child_less_18;famk_nonmarital_children_more_18;famk_fathers_1_child_less_18;famk_fathers_children_more_18;famk_mothers_1_child_less_18;famk_mothers_children_more_18;famk_wout_child;famk_with_child;famk_single_parent;famk_couple;famk_reg_partner;famk_nonmarital;famk_fathers;famk_mothers;famgr_2_pers;famgr_3_pers;famgr_4_pers;famgr_5_pers;famgr_6_more;fams_seniors_only;fams_seniors_young;fams_wout_seniors
12409;100mN33321E42395;7;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;3;0;4
12410;100mN33321E42396;27;6;3;3;0;0;0;8;3;0;0;0;3;3;0;0;0;0;0;0;0;0;18;5;4;0;0;3;5;20
12411;100mN33321E42397;9;5;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;3;0;0;5;0;4
12412;100mN33321E42398;32;11;7;0;0;0;0;3;3;0;0;0;6;3;0;0;0;0;0;0;0;0;18;8;6;0;0;3;6;24
12413;100mN33321E42399;36;12;10;4;0;0;0;3;0;0;0;0;6;0;0;0;0;0;0;0;0;0;20;8;6;0;0;5;3;28
12414;100mN33321E42400;14;4;3;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7;5;3;0;0;3;0;11
12415;100mN33321E42401;9;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;0;0;3;0;7
12416;100mN33321E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12417;100mN33321E42403;6;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;0;6
12418;100mN33321E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12419;100mN33321E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12420;100mN33321E42406;28;9;3;3;0;0;0;7;3;0;0;0;0;3;0;0;0;0;0;0;0;0;20;3;4;0;0;3;4;21
12421;100mN33321E42407;51;17;12;4;0;0;0;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;28;10;13;0;0;5;9;37
12422;100mN33321E42408;59;21;10;3;0;0;0;14;4;0;0;0;5;0;0;0;0;0;0;0;0;0;39;13;6;0;0;5;3;52
12423;100mN33321E42409;50;15;7;0;0;0;0;17;3;0;0;0;4;3;0;0;0;0;0;0;0;0;37;11;0;0;0;6;3;42
12424;100mN33321E42410;41;11;7;4;0;0;0;16;0;0;0;0;3;0;0;0;0;0;0;0;0;0;28;10;3;0;0;5;6;30
12425;100mN33321E42411;49;11;11;5;0;0;0;11;3;0;0;0;3;4;0;0;0;0;0;0;0;0;27;12;9;0;0;5;7;37
12426;100mN33321E42412;56;16;11;3;0;0;0;5;4;0;0;3;9;5;0;0;0;0;0;0;0;0;34;13;6;0;3;6;5;45
12427;100mN33321E42413;26;6;8;3;0;0;0;3;3;0;3;0;3;0;0;0;0;0;0;0;0;0;12;5;6;3;0;3;0;23
12428;100mN33321E42414;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;6
12429;100mN33321E42415;37;16;4;4;0;0;0;5;0;0;0;0;4;3;0;0;0;0;0;0;0;0;26;7;3;3;0;5;6;26
12620;100mN33322E42394;42;20;4;0;0;0;0;3;5;0;0;3;5;3;0;0;0;0;0;0;0;0;31;8;3;0;0;13;5;24
12621;100mN33322E42395;24;8;3;3;0;0;0;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;15;7;0;0;0;3;4;17
12622;100mN33322E42396;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
12623;100mN33322E42397;11;3;3;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;10
12624;100mN33322E42398;38;15;7;3;0;0;0;3;0;0;0;0;5;3;0;0;0;0;0;0;0;0;24;12;3;0;0;3;6;29
12625;100mN33322E42399;36;17;3;3;0;0;0;3;3;0;0;3;6;0;0;0;0;0;0;0;0;0;25;11;0;0;0;8;4;24
12626;100mN33322E42400;27;13;5;0;0;0;0;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;20;3;4;0;0;10;3;14
12627;100mN33322E42401;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3
12628;100mN33322E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12629;100mN33322E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12630;100mN33322E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12631;100mN33322E42405;9;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;0;0;0;0;7
12632;100mN33322E42406;47;17;8;0;0;0;0;5;7;0;3;0;3;3;0;0;0;0;0;0;0;0;29;11;7;0;0;5;5;37
12633;100mN33322E42407;54;14;10;3;0;0;0;19;4;0;0;0;3;0;0;0;0;0;0;0;0;0;37;11;5;0;0;3;4;47
12634;100mN33322E42408;42;13;3;0;0;0;0;16;3;0;0;0;7;0;0;0;0;0;0;0;0;0;36;4;0;0;3;7;4;31
12635;100mN33322E42409;53;8;7;6;0;0;0;20;3;0;0;0;6;3;0;0;0;0;0;0;0;0;36;11;5;0;0;5;8;40
12636;100mN33322E42410;36;13;9;0;0;0;0;5;3;0;0;0;3;0;0;0;0;0;0;0;0;0;22;8;4;3;0;5;3;28
12637;100mN33322E42411;56;25;9;0;3;0;0;11;3;0;0;0;3;3;0;0;0;0;0;0;0;0;42;9;5;0;0;8;8;40
12638;100mN33322E42412;30;6;4;0;0;0;0;4;3;0;0;0;7;6;0;0;0;0;0;0;0;0;21;5;3;0;0;3;3;26
12639;100mN33322E42413;13;4;5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;3;3;0;10
12640;100mN33322E42414;26;10;9;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3;7;0;0;3;5;18
12641;100mN33322E42415;30;10;7;4;0;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;18;4;6;0;0;6;6;18
12642;100mN33322E42416;19;5;6;0;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;12;3;3;3;0;3;0;16
12833;100mN33323E42393;28;11;3;3;0;0;0;3;0;0;0;0;7;3;0;0;0;0;0;0;0;0;22;4;3;0;0;5;7;16
12834;100mN33323E42394;30;11;0;3;0;0;0;12;0;0;0;0;4;0;0;0;0;0;0;0;0;0;25;5;0;0;0;9;3;18
12835;100mN33323E42395;23;9;3;0;0;0;0;4;4;0;0;0;0;3;0;0;0;0;0;0;0;0;16;3;5;0;0;5;3;15
12836;100mN33323E42396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12837;100mN33323E42397;44;15;9;0;0;0;0;12;0;0;0;0;5;0;0;0;0;0;0;0;0;0;31;9;3;0;0;7;4;33
12838;100mN33323E42398;29;9;7;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;18;6;0;0;0;3;3;24
12839;100mN33323E42399;35;13;11;3;0;0;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;17;6;9;3;0;10;3;22
12840;100mN33323E42400;35;14;10;3;0;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;20;8;6;0;0;3;6;26
12841;100mN33323E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12842;100mN33323E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12843;100mN33323E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12844;100mN33323E42404;5;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;3
12845;100mN33323E42405;35;8;9;4;0;0;0;9;0;0;0;0;0;3;0;0;0;0;0;0;0;0;22;4;7;3;0;6;0;29
12846;100mN33323E42406;33;7;7;3;0;0;0;8;3;0;0;0;3;0;0;0;0;0;0;0;0;0;20;8;3;3;0;0;3;30
12847;100mN33323E42407;35;11;3;3;0;0;0;10;3;0;0;0;3;3;0;0;0;0;0;0;0;0;24;8;3;0;0;5;4;26
12848;100mN33323E42408;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12849;100mN33323E42409;28;9;3;0;0;0;0;10;0;0;0;0;3;3;0;0;0;0;0;0;0;0;22;3;3;0;0;4;5;19
12850;100mN33323E42410;50;12;14;4;0;0;0;8;0;0;0;3;3;5;0;0;0;0;0;0;0;0;29;7;13;0;0;7;4;39
12851;100mN33323E42411;51;19;10;6;0;0;0;7;3;0;0;0;5;3;0;0;0;0;0;0;0;0;31;12;6;3;0;3;8;40
12852;100mN33323E42412;13;3;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;0;12
12853;100mN33323E42413;23;15;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;3;0;0;5;5;13
12854;100mN33323E42414;23;9;5;5;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;12;6;3;3;0;6;3;15
12855;100mN33323E42415;37;14;5;6;0;0;0;0;3;0;0;0;5;3;0;0;0;0;0;0;0;0;23;13;0;0;0;9;3;25
12856;100mN33323E42416;14;3;3;0;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;8;3;3;0;0;3;0;11
12857;100mN33323E42417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13045;100mN33324E42390;47;20;11;5;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;28;7;7;3;3;6;9;32
13048;100mN33324E42393;42;18;9;0;0;0;0;8;0;0;0;0;3;0;0;0;0;0;0;0;0;0;30;10;3;0;0;5;3;34
13049;100mN33324E42394;35;9;8;3;0;0;0;7;0;0;0;3;5;0;0;0;0;0;0;0;0;0;23;10;3;0;0;6;3;26
13050;100mN33324E42395;16;6;3;3;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;12;3;3;0;0;3;0;12
13051;100mN33324E42396;8;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;3;5
13052;100mN33324E42397;43;11;5;6;0;0;0;15;0;0;0;0;5;0;0;0;0;0;0;0;0;0;30;10;3;0;0;6;4;33
13053;100mN33324E42398;26;9;0;4;0;0;0;3;3;0;3;0;4;0;0;0;0;0;0;0;0;0;15;8;3;0;0;3;4;19
13054;100mN33324E42399;30;7;7;0;0;0;0;6;3;0;0;0;5;3;0;0;0;0;0;0;0;0;19;6;0;3;0;0;3;27
13055;100mN33324E42400;19;4;5;0;0;0;0;4;0;0;0;0;3;3;0;0;0;0;0;0;0;0;13;4;3;0;0;0;3;16
13056;100mN33324E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13057;100mN33324E42402;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3
13058;100mN33324E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13059;100mN33324E42404;25;6;5;3;0;0;0;5;0;0;0;0;6;0;0;0;0;0;0;0;0;0;15;6;4;0;0;3;0;21
13060;100mN33324E42405;48;11;11;3;0;0;0;9;5;0;0;0;4;4;0;0;0;0;0;0;0;0;27;11;7;3;0;3;4;42
13061;100mN33324E42406;53;11;9;3;0;0;0;15;0;0;0;3;9;0;0;0;0;0;0;0;0;0;37;7;6;3;0;5;0;47
13062;100mN33324E42407;35;10;3;3;0;0;0;13;0;0;0;0;3;3;0;0;0;0;0;0;0;0;27;3;4;0;0;4;3;29
13063;100mN33324E42408;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;3;0;5
13064;100mN33324E42409;27;7;5;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;7;0;3;0;0;5;22
13065;100mN33324E42410;46;10;3;3;0;0;0;14;0;0;0;3;9;4;0;0;0;0;0;0;0;0;33;8;3;3;0;6;4;36
13066;100mN33324E42411;16;4;5;0;0;0;0;0;3;0;0;0;3;3;0;0;0;0;0;0;0;0;9;4;3;0;0;0;3;14
13067;100mN33324E42412;17;10;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;0;0;0;4;3;10
13068;100mN33324E42413;46;21;6;6;0;0;0;3;4;0;0;0;3;0;0;0;0;0;0;0;0;0;28;11;4;3;0;9;7;30
13069;100mN33324E42414;36;16;8;4;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;22;6;6;3;0;6;5;25
13070;100mN33324E42415;23;8;3;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;20;0;3;0;0;5;3;16
13071;100mN33324E42416;21;12;0;3;0;0;0;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;18;3;0;0;0;7;3;11
13072;100mN33324E42417;17;11;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3;0;0;0;11;0;6
13073;100mN33324E42418;11;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;3;7
13263;100mN33325E42391;25;6;0;0;0;0;0;11;0;0;3;0;3;3;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;23
13264;100mN33325E42392;37;16;5;3;0;0;0;5;0;0;0;3;3;3;0;0;0;0;0;0;0;0;27;8;3;0;0;7;7;23
13265;100mN33325E42393;23;8;3;0;0;0;0;4;3;0;0;0;3;3;0;0;0;0;0;0;0;0;17;3;3;0;0;3;0;19
13266;100mN33325E42394;35;10;7;4;0;0;0;7;0;0;0;0;5;0;0;0;0;0;0;0;0;0;22;10;0;3;0;3;5;28
13267;100mN33325E42395;15;4;4;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;3;0;0;0;3;12
13268;100mN33325E42396;37;11;7;3;0;0;0;7;3;0;0;0;4;3;0;0;0;0;0;0;0;0;23;4;7;3;0;7;0;29
13269;100mN33325E42397;45;17;4;3;0;0;0;8;4;0;3;0;6;0;0;0;0;0;0;0;0;0;33;7;3;3;0;3;3;40
13270;100mN33325E42398;47;15;9;4;0;0;0;8;0;0;0;0;3;6;0;0;0;0;0;0;0;0;32;7;5;3;0;10;5;32
13271;100mN33325E42399;21;7;0;3;0;0;0;3;4;0;0;0;3;3;0;0;0;0;0;0;0;0;12;7;0;0;0;4;3;14
13272;100mN33325E42400;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0
13273;100mN33325E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13274;100mN33325E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13275;100mN33325E42403;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3
13276;100mN33325E42404;23;5;6;0;0;0;0;4;0;0;0;0;4;3;0;0;0;0;0;0;0;0;13;7;3;0;0;4;0;18
13277;100mN33325E42405;53;15;15;3;0;0;0;7;4;0;0;0;9;0;0;0;0;0;0;0;0;0;28;15;9;0;0;8;0;44
13278;100mN33325E42406;55;15;10;3;0;0;0;12;4;0;0;0;8;3;0;0;0;0;0;0;0;0;33;10;9;3;0;6;4;45
13279;100mN33325E42407;54;22;10;5;0;0;0;8;0;0;0;3;4;3;0;0;0;0;0;0;0;0;38;10;6;0;0;7;7;40
13280;100mN33325E42408;53;23;7;5;0;0;0;13;0;0;0;0;4;0;0;0;0;0;0;0;0;0;39;8;3;3;0;9;11;33
13281;100mN33325E42409;32;12;8;3;0;0;0;0;3;0;0;0;3;3;0;0;0;0;0;0;0;0;18;7;6;0;0;0;6;25
13282;100mN33325E42410;34;8;6;0;0;0;0;3;0;0;0;0;11;4;0;0;0;0;0;0;0;0;20;10;4;0;0;4;3;28
13283;100mN33325E42411;8;3;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;8;0;0;0;0;3;0;5
13284;100mN33325E42412;21;4;5;3;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;13;5;3;0;0;0;0;19
13285;100mN33325E42413;50;17;6;3;0;0;0;16;0;0;0;0;4;3;0;0;0;0;0;0;0;0;37;7;5;0;0;3;4;43
13286;100mN33325E42414;30;17;4;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;3;3;0;0;10;0;19
13287;100mN33325E42415;30;11;3;0;0;0;0;8;3;0;0;0;3;0;0;0;0;0;0;0;0;0;22;8;0;0;0;7;5;18
13288;100mN33325E42416;25;8;3;3;0;0;0;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4;3;0;0;7;6;12
13289;100mN33325E42417;39;14;8;5;0;0;0;0;3;0;0;0;7;0;0;0;0;0;0;0;0;0;18;13;7;0;0;9;5;25
13290;100mN33325E42418;24;8;6;3;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;14;3;6;0;0;0;3;21
13291;100mN33325E42419;32;19;3;0;0;0;0;0;3;0;0;0;4;3;0;0;0;0;0;0;0;0;26;3;4;0;0;13;4;15
13479;100mN33326E42391;40;8;6;3;0;0;0;5;7;0;0;0;8;3;0;0;0;0;0;0;0;0;22;11;3;4;0;3;3;35
13480;100mN33326E42392;44;18;8;5;0;0;0;7;0;0;3;0;0;3;0;0;0;0;0;0;0;0;29;9;5;0;0;8;8;28
13481;100mN33326E42393;43;17;5;0;0;0;0;8;5;0;3;0;3;3;0;0;0;0;0;0;0;0;31;9;3;0;0;8;4;31
13482;100mN33326E42394;21;5;3;0;0;0;0;8;3;0;0;0;3;0;0;0;0;0;0;0;0;0;16;5;0;0;0;3;0;18
13483;100mN33326E42395;36;8;4;0;0;0;0;11;3;0;0;0;8;3;0;0;0;0;0;0;0;0;27;5;4;0;0;7;0;29
13484;100mN33326E42396;51;15;11;0;0;0;0;13;0;0;0;0;8;0;0;0;0;0;0;0;0;0;36;3;8;3;0;4;5;42
13485;100mN33326E42397;32;11;5;4;0;0;0;5;3;0;0;0;3;0;0;0;0;0;0;0;0;0;17;8;4;3;0;7;0;24
13486;100mN33326E42398;21;7;5;0;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;12;6;3;0;0;4;0;16
13487;100mN33326E42399;31;8;7;0;0;0;0;3;3;0;0;0;6;3;0;0;0;0;0;0;0;0;17;6;5;0;3;3;4;24
13488;100mN33326E42400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13489;100mN33326E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13490;100mN33326E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13491;100mN33326E42403;10;0;3;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;3;0;0;0;0;9
13492;100mN33326E42404;40;7;18;0;0;0;0;3;0;0;0;0;8;3;0;0;0;0;0;0;0;0;18;7;9;3;3;3;5;32
13493;100mN33326E42405;48;11;10;3;0;0;0;7;0;0;0;3;8;6;0;0;0;0;0;0;0;0;30;11;3;5;0;6;4;38
13494;100mN33326E42406;34;9;5;5;0;0;0;5;3;0;0;0;4;3;0;0;0;0;0;0;0;0;19;11;3;3;0;4;5;25
13495;100mN33326E42407;44;18;6;5;0;0;0;9;3;0;0;0;0;3;0;0;0;0;0;0;0;0;30;8;5;0;0;7;3;34
13496;100mN33326E42408;25;9;5;3;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;16;6;3;0;0;0;3;22
13497;100mN33326E42409;54;16;16;10;0;0;0;4;3;0;0;0;4;0;0;0;0;0;0;0;0;0;23;13;17;0;0;8;7;39
13498;100mN33326E42410;59;18;11;3;0;0;0;11;4;0;0;0;9;0;0;0;0;0;0;0;0;0;37;11;9;0;0;8;4;47
13499;100mN33326E42411;15;13;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;0;8
13500;100mN33326E42412;9;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;0;0;3;0;5
13501;100mN33326E42413;26;12;0;0;0;0;0;9;0;0;0;0;3;0;0;0;0;0;0;0;0;0;23;3;0;0;0;3;5;19
13502;100mN33326E42414;31;13;10;3;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;19;7;4;0;0;7;3;21
13503;100mN33326E42415;25;5;3;0;0;0;0;11;0;0;0;0;0;3;0;0;0;0;0;0;0;0;20;3;3;0;0;3;5;18
13504;100mN33326E42416;31;11;8;3;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;19;8;3;0;0;6;3;22
13505;100mN33326E42417;46;15;4;5;0;0;0;10;0;0;0;0;4;6;0;0;0;0;0;0;0;0;33;9;3;0;0;9;9;28
13506;100mN33326E42418;29;14;4;3;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;20;7;3;0;0;6;4;19
13507;100mN33326E42419;16;7;4;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;4;0;0;4;4;8
13508;100mN33326E42420;29;8;7;10;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;10;10;8;0;0;3;5;21
13690;100mN33327E42391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13691;100mN33327E42392;21;9;5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;3;0;0;5;0;15
13692;100mN33327E42393;23;7;3;0;0;0;0;8;0;0;0;0;3;0;0;0;0;0;0;0;0;0;17;4;3;0;0;3;3;18
13693;100mN33327E42394;19;8;3;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;14;3;3;0;0;5;3;11
13694;100mN33327E42395;62;16;5;3;0;0;0;21;4;0;0;0;8;4;0;0;0;0;0;0;0;0;48;7;5;0;0;7;7;48
13695;100mN33327E42396;48;10;8;3;0;0;0;15;0;0;3;0;7;3;0;0;0;0;0;0;0;0;32;8;5;0;3;3;8;37
13696;100mN33327E42397;21;12;0;0;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;20;0;0;0;0;3;3;16
13697;100mN33327E42398;47;17;9;3;0;0;0;8;0;0;0;0;0;7;0;0;0;0;0;0;0;0;34;5;6;0;0;6;7;34
13698;100mN33327E42399;34;9;4;0;0;0;0;9;3;3;0;0;4;3;0;0;0;0;0;0;0;0;24;8;0;3;0;4;4;26
13699;100mN33327E42400;18;5;3;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;3;0;0;3;3;13
13700;100mN33327E42401;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
13701;100mN33327E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13702;100mN33327E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13703;100mN33327E42404;21;6;5;0;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0;0;0;0;13;6;0;0;0;0;3;18
13704;100mN33327E42405;43;20;9;0;0;0;0;6;3;0;0;0;0;3;0;0;0;0;0;0;0;0;30;9;4;0;0;11;3;29
13705;100mN33327E42406;43;17;7;5;0;0;0;4;3;0;0;0;3;4;0;0;0;0;0;0;0;0;26;8;7;3;0;7;8;28
13706;100mN33327E42407;34;11;8;4;0;0;0;5;0;0;0;0;3;3;0;0;0;0;0;0;0;0;21;9;3;0;0;4;5;25
13707;100mN33327E42408;5;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;4
13708;100mN33327E42409;40;17;6;4;0;0;0;8;3;0;0;0;3;0;0;0;0;0;0;0;0;0;26;7;7;0;0;3;3;35
13709;100mN33327E42410;37;9;8;6;0;0;0;3;3;0;0;0;0;7;0;0;0;0;0;0;0;0;20;10;7;0;0;3;7;28
13710;100mN33327E42411;14;6;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7;4;3;0;0;0;3;10
13711;100mN33327E42412;29;13;5;5;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;16;9;3;0;0;4;3;22
13712;100mN33327E42413;27;4;9;3;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;14;6;6;0;0;0;4;22
13713;100mN33327E42414;30;8;11;3;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;10;6;11;3;0;4;3;24
13714;100mN33327E42415;42;16;14;3;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;21;10;10;0;0;7;4;31
13715;100mN33327E42416;37;12;9;0;0;0;0;4;0;0;0;0;6;3;0;0;0;0;0;0;0;0;23;13;0;0;0;9;3;26
13716;100mN33327E42417;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3;0;4
13717;100mN33327E42418;13;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;5;4;4
13718;100mN33327E42419;22;12;3;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;13;8;0;0;0;5;6;11
13719;100mN33327E42420;38;14;7;15;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;14;7;0;0;3;5;31
13720;100mN33327E42421;23;12;3;3;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;16;4;3;0;0;6;3;14
13900;100mN33328E42391;41;12;10;5;0;0;0;0;4;0;0;0;5;3;0;0;0;0;0;0;0;0;19;10;11;0;0;4;4;33
13901;100mN33328E42392;40;11;9;0;0;0;0;6;3;0;0;0;6;3;0;0;0;0;0;0;0;0;23;7;7;0;0;3;3;35
13902;100mN33328E42393;25;7;6;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;15;6;3;0;0;3;0;22
