ARTICLE_ID;COMPANY_ID;PUBLICATION_DATE;INDUSTRY_ID;SOURCE_ID;KEY_WORDS_FOUND;SENTIMENT;RELEVANCE;BOOL_ARTICLE_READ
33188295;2975890;2023-03-30 00:00:00;46;570575422;arrest, scam, bankruptcy, lose, high, melt, down, rise, opportunity, growth, currency, regulation, regulator, charge, violation, warning, gain, fear, transition, asset, trouble, liquidate, launch, fail, liquidity crisis, fall, turmoil, blame, issues, failure, increase, balance, debts, interest rate, shorting, terms, reduce, vulnerable, crisis, weak, collapse, outflow, record, risk, tight, bad, liquidity, yield, break down, negative, spread, equity, expansion, concern, closure, cuts, expenses, sales, investment, ECB, note, low, meltdown, default, dynamic, fraudulent, loss, new, order, sell, miss, strong, settlement, SEC, transaction, sue, allege, violate, Ruling, restriction, prosecutor, bribing, restore, sustainable, revenues, income, central bank, inflation, crash, hard, offer, court, upgrade, downside, recovery, recession, ceo, change;-4;6;0
27135637;97999;2023-02-01 13:00:17;56;268668342;leverage, critical, threat, complex, compliance, sensitive, fine, collaborate, offer, closing, gap, breach, method, innovation, transformation;0;1;0
13384785;215133683;2022-08-13 00:00:00;34;3838303690;association, opportunity, process, new, export, sustainable, cooperation, upgrade, spread, aid, high, strategy, turnover, method, increase;5;9;0
24821845;127292745;2023-01-19 00:00:00;8;4073050427;launch, offer, opportunity, sales, new, shorting, search, low, contract, compliance, union, vulnerable, reduction, reduce, change, innovation;0;1;0
12014358;575837243;2022-06-27 13:10:00;55;1883606747;high, market capitalization , growth, capitalization, strong, investment, strategy, asset, alert, Ruling, innovation;1;10;0
17608588;27905423;2022-12-12 00:00:00;29;3225577936;new, change, complex, process, investment, closing, fall, note, block, revenues, increment, impacted, record, income, difficult, sell, critical, down;1;10;0
11011962;248408270;2022-05-14 00:00:00;50;1130380346;commission, impact, cut, increase;0;2;0
10873527;878735;2022-05-06 00:00:00;12;683115551;aid, recovery, new, launch, low, cost, offer, note, earning, gain, stress, fall;3;2;0
13016444;26326897;2022-07-31 01:53:07;50;2652121518;earnings;0;2;0
33145774;770402;2023-03-30 10:00:00;33;895046047;surges, shock, regulator, central bank, disturb, impacted, credit, jobless, suffer, stress, high, interest, sensitive, problem, low, stop, interest rate, rise, crash, down, yield, fall, default, hard, inflation, profit, warning, sales, delay;5;1;0
32293461;99153859;2023-03-15 00:00:00;55;1516463175;substance, stress, anxiety, opportunity, profit, significant, interest, company valuation, drop, trial, reduce, charge, severe, new, illegal, gap, investment, massive, collapse, sales, worry, dangerous, issues;-5;1;0
27514241;21835;2023-02-03 18:05:13;56;407248838;scam, block, warning, rise, investment, record, notice, alert, order, scammer, change, regulator, illegal, substantial, cost, crisis, vulnerable, serious, concern, significant, debts, offer, down, search, loan, pressure, hard, risk, problem, increase, issues, miss;-5;1;0
33008084;144524848;2023-03-27 22:01:00;20;1446367080;new, note, problem, notice, change, tilt, rise, down, serious, order, sell, investment, shorting, problematic, regulator, restriction, expensive, stop, compromise, cost, miss, criticise, premiums, offer, radical, gap, closing, record, pressure, high, authority, progress, burden, bad, complex, unexpected, chance;0;1;0
31882333;9837112;2023-03-07 00:00:00;61;2289152486;takeover, acquisition;5;2;0
32777925;4398400;2023-03-22 00:00:00;16;3284634092;lawsuit, split, concern, unable, lose, auditor, court, sue, fail, financial statement, order, reduce, asset, income, trial, note, deny, breach, trouble, shorting, fall, debts;-5;1;0
30479745;7704259;2023-02-23 00:00:00;70;1224559175;resign, ceo, lose, down, transition, announcement, concern, opportunity, decline, purchase, process, new, strike, balance, note, success, shortage, negative, growth;0;4;0
32392646;187662;2023-03-17 13:11:11;46;1775732607;loss, court, bankruptcy, impairment, launch, asset, risk, spread, suspend, dividend, default, bad, increase, new, sell, cost, impacted, cuts, concern, recall, terms, interest, transaction, capital, compliance, equity, takeover, redemption, gain, record, oust, job cut, resources, affect, investment, reserves;-3;10;0
11788601;5477563;2022-06-22 00:00:00;48;1735159377;regulator, supervisory, compliance, sanction, conflict, impact, short, issue, authority, ECB;0;3;0
15583258;11146791;2022-10-14 00:00:00;18;223584341;schmerzhaft, fehlen, schlecht, Rückstand, Problem, übernehmen, steigen;-5;4;0
30429892;266974;2023-02-24 00:00:00;34;3762738417;asset, down, profit, order, loss, gain, price decline, decline, investment, strategy;0;2;0
21718246;168864;2022-12-29 00:00:00;60;4145855279;concern, affect, suffer, throttling, unexpected, suspicion, pressure, problem, issues, investigation;-2;10;0
17173732;3724033;2022-11-28 00:00:00;48;1872083650;ceo, convicted, trial, fraud, issues, fraudulently, revenues, earnings, SEC, deceive, auditor, order, verdict, allegation, offer, sell, profit, interest, purchase, cost, critical, growth, record, transaction, closing, fraudulent, lack, substance, increase, terms, sentence, charge, prosecution;-6;10;0
13062178;5463812;2022-08-01 00:00:00;46;2893386114;issues, terms, note, interest , rating, rating agency, credit rating, stable;0;2;0
12311036;99153859;2022-07-07 05:00:05;55;2965140623;mistake, resign, bad, down, refuse, unclear, downfall, scandal, allegation, misconduct, offense, Ruling, discontent, controversy, change , fatal, restriction, lose, behave, violate, Covid, rating, fine, illegal, closing, strike, punish, offer, damage, doubt, new, cost, rise, accuse, weaken, miss, blame;0;1;0
11291759;538708945;2022-05-29 00:00:00;29;1943139662;steigen, niedrig, fest, Verfahren, fein;0;1;0
28878971;100138894;2023-02-15 00:00:00;49;1190422581;record, offer, spread, new, lose;1;10;0
32482041;59151202;2023-03-20 00:00:00;2;556822863;shortfall, fear, export, gap, risk, high, squeeze, tight, contract, sales, charge, opportunity, offer, cuts, union, cost, down, critical, new, investment;-5;2;0
12795710;4238821;2022-07-22 17:52:00;34;283128161;new, funding, sustainable, offer, impacted, vibrant, upgrade, high, profit, interest , cost, competitive, process, closing, investment;0;1;0
24723240;3724033;2023-01-18 23:00:03;48;1678417922;appeal, Judgement, process, severe, failure, suffer, order, cost, reserves, covid-19, trial, negative, risk, Uncertainty, material, SEC, obligation, new, CFO, announcement;0;2;0
31998507;30787170;2023-03-09 17:05:00;15;283128161;regulator, capital markets, transition, launch, new, search, delay, note, alert, process, investment, closing, miss, opportunity, order, extensive, fee;0;10;0
16980602;22385966;2022-11-22 17:33:22;2;895046047;risk, drop, high, investment, cuts, investment plan, new, reduction, shortage, Uncertainty, hard, increase, low, change, down;2;4;0
32885240;877578;2023-03-24 16:49:03;26;2314138206;announcement, down, significant, adverse, currency, capital, new, restructure, process, order, interest, loan, increase, warning, profit, fall, shorting, hurt, budget, weakness, overdraft, reserves;-4;10;0
12323273;539392639;2022-07-08 00:00:00;43;3762738417;down, rise, fall, loss, capital, profit, order, gain, price decline, decline, investment, impacted, innovation;0;3;0
31889227;61141721;2023-03-07 00:00:00;15;632715395;Ruling, merger, terms, process, offer, competition, concern, issues, order, investment, lose, low, drop, increase, provision, strong, warning, destructive, interest, challenge, scare, growth, sell, unhappy;0;1;0
32485189;53505638;2023-03-19 00:00:00;53;2056913564;complex, sell, transaction, asset, growth, investment, sales, closing, reserves;2;8;0
26796787;545930207;2023-01-30 00:00:00;51;1763325720;change;0;3;0
16817519;100491;2022-11-13 00:00:00;16;1516463175;change, balance, new, concern, cooperation, strong, search, innovation, profit, union, accountant, mortgage, compliance, loan, risk, resources, association, investment, casualty, material, equity, fail;0;1;0
16660027;274561;2022-11-11 00:00:00;8;447093020;(null);0;1;0
10922133;616304063;2022-05-10 00:00:00;29;2869196126;übernehmen, Erfolg, Kritiker, Material;0;1;0
17729757;312932093;2022-12-13 00:00:00;70;1284649196;opportunity, contract, subsidy, rise, litigation, court, deny, trial, determination, terms, victim, inconvenient, offer, note, descent;0;2;0
32432347;416620;2023-03-18 10:42:22;50;895046047;takeover;0;4;0
14842584;28801300;2022-09-27 00:00:00;46;543739497;new, credit, investment;2;10;0
14395865;874828;2022-09-14 00:00:00;23;2384204595;merger, acquisition, supervision, investment, cooperate, equity;5;1;0
33094438;22927665;2023-03-29 00:00:00;15;148049993;Verfahren, Bedingungen, Staatsanwaltschaft, schwer, Verbrechen, unterwerfen, Ergebnis, Opfer, Bruch, Schuld, Kritik;0;1;0
30353418;293018354;2023-02-22 00:00:00;70;851504478;high, fall, net loss, profit, cost, weak, revenues, increase, sales, drop, export, sales decrease, order, shortage, subsidy, low, new, overdue, impede;-3;8;0
16003120;41841417;2022-10-27 00:00:00;50;556822863;launch, sales, fall, equity, reject, offer, high, low, debts, transaction, expensive, resources , closing, investment, premiums;0;1;0
13252206;391687;2022-07-21 00:00:00;46;90049896;revenues, upgrade, fee, equity, income, collapse, launch, earnings, strong, growth, balance, down, debts, capital markets, new, currency, rise, increase, hurt, risk, high, central bank, Covid, opportunity, stable, stress, low, split, transaction, asset, capital, investment, bad, serious, threat, failure, miss, impacted, regulation, disruption, cost, inflation , recession, credit loss, credit, fall, war, threaten, premiums;5;7;0
32245703;8642251;2023-03-13 00:00:00;59;1579482034;growth, surges, increase, investment, launch, strong, impacted, transaction, acquisition, significant, change, sell, announcement, new, rise, interest, expansion, risk, slowdown, innovation, high, ESG, note, challenge, insufficient, stress, stable, terms, capital, intensive, competitive, low, cost, sales, gain, moratorium, material, opportunity, Uncertainty, transformation;5;1;0
33179004;877219;2023-03-30 11:18:40;63;3409195643;announcement, funding, process, launch, note, miss, progress, order, reserves, strong, essential, transition, opportunity, new, investment;7;10;0
15430830;1791977;2022-10-11 17:05:57;29;2652121518;new, down, stop, strong, increase, closing, block, high, resources , expansion, strike, success, Ruling, significant, insufficient, material, procedure, method, firing, fusion, low, terms, SEC, regulation, reserves, upgrade, compliance, note, risk, change , transaction, disclaim, obligation;0;1;0
29446154;413708734;2023-02-17 00:00:00;44;4073050427;interest;0;8;0
14756718;20879;2022-09-23 00:00:00;50;3346313283;dynamic, equity, funding, S&P, offer, record, asset, high, inflation , rise, interest rate, turmoil, capital, down, balance, contract, fall, strong, drop, decline, phishing, premiums, sell, divest, growth, closing, transition, investment, launch, impacted, order, capital injection, charge;10;3;0
11743235;46479038;2022-06-18 00:00:00;16;2927671283;cut, misconduct, allegation, exit, reprimand, annual report, new, term, income, inappropriate, compromise, strong, complaint, concern, high, note, low, problem;-5;10;0
31180807;32898742;2023-02-27 00:00:00;50;4154357336;warrant, issues, closing, purchase, terms, notice, acquisition, in debt, note, fee, creditor, interest, in arrears, conversion, market capitalization, material, change, critical, strategy, profit, resources, recovery, high, leverage, process, extensive, massive, substantial, opportunity, risk, low, reduce, contract;0;1;0
32217309;4249673;2023-03-14 00:00:00;46;1216130711;impacted, expenses, competitive, yield, fee, downside, high, balance, charge, hard, offer, low, credit, union, interest, transaction, overdraft, debit, purchase, new, issues, sales, loan, funding, search, crucial, earnings, fine, chance, deduction, process;0;2;0
13177458;20765463;2022-08-05 00:00:00;70;2603959427;miss, revenues, opportunity, intimidate, terms, contract, issues, offer, challenge, sell, change , currency, transaction, rage, CFO, risk, asset, note, complex, new, capital investment, record, funding, danger, fraud, transformation, leverage, war, conflict, purchase, ceo, credit, association;0;1;0
33099090;7666043;2023-03-30 05:59:55;50;895046047;crisis, boom, fall, victim, financial crash, scandal, problem, state support, sell, lay off, investment, blame, hard, anger, new, asset, complex, terms, cost, down, authority, pressure, gap, capital markets, borrowing, debts, loan, credit, recovery, strike, challenge, downgrade, credit rating, rating, negative, ceo, loss, risk, bad, reminder, trouble, issues, import;-6;10;1
32230772;12504917;2023-03-14 20:01:07;50;1678417922;announcement, new, strong, investment, impacted, strategy, success, transaction, asset, closing, launch, opportunity, sell, decrease, authority, extensive, reduction, weakness, increase, risk, deficient, concern, Uncertainty, liquidity, achievement, incorrect, competitive, trial, disclaim, obligation, change, affect, regulation;0;1;0
12895765;721825;2022-07-23 00:00:00;36;558173965;investment, suspension;0;10;0
23868362;106297822;2023-01-13 00:00:00;15;401632554;Aufsicht, warnen, drohen, Inflation, BaFin, befürchten, Belastung, Finanzaufsicht, schwierig, Ertrag, steigen, Schwierigkeiten, Abschreibung, Gewinn, niedrig, ausgefallen, Kapital, abschreiben, Kursverlust, Zentralbank, Leitzins, negativ, gefährden, Kredit, Verlust, Fehler;-4;6;0
10257734;51198843;2022-04-23 00:00:00;43;1077670597;new, challenge, spread, virus, change , restriction, tilt , threat, growth, bad, high, interest rate, expensive, decline, loss, lose, competition, fall, record, success, massive, revenues, cuts, firing, ceo, sales, increase, reduce, recovery, boom, slowdown, protest, commissioning, fee, investment, down, sell, rise, inflation , backlog, purchase, surges, hard, margins, profitability, concern, transaction, profit, strategy, pressure, shortage, problem, order, closing, drop, hurt, issues, cost, appeal, overdue, competitive, sales growth, gain, acquisition, block;0;1;0
24478510;223622605;2023-01-17 00:00:00;51;3303953667;new, impacted, change, opportunity, growth, significant, high, assessment, record, innovation;0;1;0
11277613;878373;2022-05-28 07:16:24;2;1446367080;equity, sale, process, market volatility, nervous, expensive, debt, strategy, intense, competition, offer, gap, difficult, concern, interest, investment, sanction;-3;4;0
20133342;664490883;2022-12-18 00:00:00;27;1296425433;lose, drop, uncertain, restore, reminder, opportunity, rise, cost;5;2;0
29910219;394466;2023-02-20 11:55:27;2;3409195643;search, record, profit, earnings, high, strong, interest, note, growth;-2;10;0
11461325;381327323;2022-06-05 00:00:00;56;2064149312;new, sell, sale, growth, miss, ceo, earning, interest, revenue, transition, contract, investment, launch, capital;0;1;0
26757401;1002655;2023-01-27 00:00:00;41;1623610748;record;0;9;0
14383378;306162864;2022-09-14 00:00:00;50;3955711864;asset, investment, market capitalization , launch;0;1;0
12321379;130223000;2022-07-07 00:00:00;28;1356970911;change , high, low, sell, stealing, stop, drop, new, sue, lawsuit, challenge, capital, fall, issues, down, offer, charge, arrest, robbery, unlawful;0;1;0
17806043;8889377;2022-12-15 20:00:30;11;895046047;fear, difficult, sell, hard, sensitive, export;0;2;0
33018733;51981064;2023-03-28 04:54:17;50;2677796283;firing, process, new, investment, offer;0;6;0
11548885;30350058;2022-06-10 00:00:00;53;2025282067;new, funding, launch, investment, opportunity, bad, resource, high, increase, growth, term, low, cut, exit, lack, warrant, capital investment, earning, stable, investigation, credit, offer, revenue, down, loan, loss, equity, impact, capital;2;10;0
12974161;2446002;2022-07-29 08:46:20;50;2652121518;announcement, change ;0;10;0
31485706;5532753;2023-03-02 00:00:00;38;3762738417;asset, down, profit, ceo, order, loss, gain, price decline, decline, high, investment;0;2;0
16438298;7704259;2022-11-06 00:00:00;70;689508100;job cut, massive, revenues, drop, new, cost, cuts, pressure, change , fearful, warning, reduction, slowdown, difficult, process, reduce, impacted, success, lawsuit, allege, violate, fail, notice, lose, firing, offer, severance pay, strong, angry, loss, turmoil, back out, closing, criticise, innovation, suspend, plaintiff, court, block, lay-off, affected;-5;1;0
32987683;10598561;2023-03-27 12:30:00;15;3182763087;high, fault, investigation, strong, strike, significant, margins, association, process, ceo, new, record, complex, interest, success, terms, substantial, risk, Uncertainty;3;3;0
14354086;416620;2022-09-13 00:00:00;50;1929679104;cuts, terms, fear, central bank, hurt, recession, crisis, intensify, growth, contract, high;-5;5;0
17292102;5478395;2022-12-01 00:00:00;14;1971793216;übernehmen, Übernahme, schwierig, profitieren;2;10;0
11668493;21787196;2022-06-16 00:00:00;58;3212721460;strategy, new, gap, resource;5;2;0
31287470;224001676;2023-02-25 00:00:00;10;4004267363;high, reserves, firing, fee, interest, order, drop, sell, certificate, cost, purchase, new;0;1;0
17275536;613769521;2022-12-01 00:00:00;16;4154357336;issues, closing, progress, assessment, high, aid, anxious, complex, record, notice, resources, calculation, expansion, low, constrains, cuts, extensive, strong, fault, association, offer, increase, terms, exploit, acquisition;5;1;0
13967065;382553;2022-09-03 00:00:00;44;3762738417;profit, asset, ceo, investment, order, loss, gain, price decline, decline, inflation , yield, process, income, strategy, terms;0;2;0
31525300;37463612;2023-03-02 00:00:00;13;4073050427;mortgage, certificate, issues, rating, debts, loan, balance, loss, interest, high, strong, credit, income, leverage, sustainable, weak, transaction, delinquency, low, down, Ruling, terms, growth, gain, decline, stop, reduce, order, leakage, reduction, default, negative, downgrade, upgrade, process, asset, dynamic, risk, bad, credit rating, transition, SEC, compliance, note, rating agency, material, discrepancy, comparison, operational risk, expected loss, impacted, ESG;0;3;0
11362270;20579506;2022-06-01 00:00:00;50;3744746077;(null);0;1;0
13890911;27444752;2022-08-31 06:32:12;23;2652121518;investment, sell, sales, profit, reduce, annual report, slump, low, earnings, growth, revenues, disruption, stop;-5;1;0
20133455;111915822;2022-12-18 00:00:00;15;1470063489;transition, recovery, critical, concern, reduce, penalty, change, dramatically, increase, stop, criminal, charge, search, crisis, loss, issues, challenge, fine, problem, new, court, harm, crime, substance, convicted, bad, chance, redemption, rebuilding, mistake, association, growth, contract, success, obstacles, covid-19, complaint;0;10;0
32344036;22096855;2023-03-16 15:51:58;15;268668342;high, opportunity, equity, success, strong, essential, vibrant, innovation, offer, competitive, compensation, retirement, complex, budget;5;8;0
17365708;4776007;2022-11-04 00:00:00;2;3432132720;export, import, new, constraint, contract;0;5;0
13936630;882000;2022-09-01 00:00:00;69;1438516040;new, success, determination, opportunity, competition, headline;2;10;0
13669880;6849575;2022-08-22 11:00:00;6;895046047;cuts, reduce, high, essential, increase, sell, equity;2;8;0
30726319;5489932;2023-02-25 00:00:00;8;3236067969;Auftrag, Problem, Umsatz, schwer, fallen;0;1;0
25839854;84121986;2023-01-25 00:00:00;6;2564570703;record profit, record, earnings, high, margins, strong, profit, surges, covid-19, cost, profitability, controversy, gain, opposition, critics, inappropriate, revenues, premiums, low;5;1;0
17651766;1675297683;2022-12-13 00:00:00;50;1622273483;equity, funding, investment, new, credit, sustainable, process, offer, launch, reminder, risk, closing, exit, strike, growth rates;5;8;0
15208387;296957;2022-10-05 20:30:00;63;1883606747;asset;0;8;0
32158134;83976569;2023-02-23 00:00:00;15;810578668;regulation, new, Ruling, issues, significant, equity, capital markets, unsatisfying, problem, unclear, interest, problematic, concern, procedure, trial, process, regulator, deny, authority, endanger, crime, order, risk, block, investment, war, worry, down, allege, warning, hard;-5;1;0
31245939;24932229;2023-02-28 06:00:27;29;2652121518;stabilized, announcement, revenues, growth, order, capital markets, financial statement, dynamic, sustainable, significant, strong, ceo, high, new, contract, charge, shorting, growth rates, search, profitability, earnings, annual report, offer, acquisition, capital, opportunity, gain;4;10;0
12895806;406338;2022-07-27 00:00:00;2;3762738417;down, rise, fall, loss, investment, profit, order, gain, price decline, decline, S&P, yield, ceo, asset;0;2;0
23364108;90597428;2023-01-09 07:45:45;51;869017848;liquidation, notice, order, liquidator, closing, down, creditor, court, sell, asset, debts, insolvency;0;3;0
16266461;18749;2022-11-02 08:26:36;32;2147560264;cancel, cost, crisis, rise, cuts, expenses, new, drop, down, dynamic, miss, launch, offer, stop, lose;-3;6;0
14712256;51824622;2022-09-21 00:00:00;56;2127132732;order, profitability, fee, low, new, cost, gain, opportunity, offer, significant, strong, method, drop, shorting, dramatic, fall, margins, error, charge, terms, change , strategy, challenge, success;-1;10;0
28356765;25018282;2023-02-09 09:02:08;56;1302119099;Ergebnis, Umsatz, Neu, steigen, Kosten, CFO, fest, Anstieg;0;5;0
10800346;1330007;2022-05-04 06:00:23;56;2652121518;sale, profit, loss, earning, significant, charge, new, innovation, collaborate, transition, ceo, CFO, sell, offer, sustainable, spread;0;3;0
16860701;27763231;2022-11-19 00:00:00;29;896685139;suspend, massive, Uncertainty, chaos, purchase, change;-2;10;0
17126419;365997;2022-11-27 00:00:00;27;1410478395;hard, sales, war, sell, credit, afraid, bad, melt, fear, unacceptable, down, chance, mistake, low, new, offer, high, drop, goofed;-3;5;0
32107994;8122758;2023-03-14 00:00:00;29;3363754824;affect, crash, collapse, failure, anxiety, crisis, concern, sell, asset, fall, low, capital, closing, decline, reserves, regulator, issues, accountant, impacted, increase, warning, delay, unexpected, new, bankruptcy filing, trustee, risk, shorting, terms, debts, bankruptcy, arrest, trouble, announcement, process, change, down, sales, purchase, material, loan, funding, resources, authority, closure, significant, suspension, credit, offer;-5;6;1
13953903;5389212;2022-09-01 00:00:00;14;1674361090;collaborate, demonstration, commissioning, issues, victim, difficult, disclaim;0;1;0
11876508;307548324;2022-06-23 00:00:00;10;2541735311;high, ceo, resign, charge, down, success, conflict, new, investment;-2;10;0
16973630;5544962;2022-11-22 14:18:06;55;2652121518;transaction, share buyback, purchase, liquidity, contract, obligation, essential, sustainable, offer, order, impacted, growth, revenues, market capitalization;0;2;0
31570775;261105;2023-03-02 00:00:00;38;1552343971;investment, competitive, capital, high, rating, balance, lack, sell, sales, strong, slowdown, growth, competition, premiums;0;1;0
30187538;4393234;2023-02-22 09:00:09;6;268668342;new, strong, process, announcement, sales, high;5;10;0
27937395;11190048;2023-02-06 06:25:35;32;895046047;revenues, growth, purchase;5;5;0
33146711;598620176;2023-03-29 00:00:00;29;245930576;increase, headline, closing, growth, premiums, competition, offer, opportunity, rise, hard, gain;0;5;0
25262104;216267024;2023-01-22 00:00:00;15;819333039;revenue target, strategy, revenues, issues, leakage;0;10;0
20013924;46500959;2022-12-17 00:00:00;28;1401997826;new, CFO, budget, compliance, accountant, auditor;0;1;0
16303094;49757643;2022-11-03 01:48:00;15;476172741;critical, order, stop, note, competitive, shorting, terms;-2;1;0
16551694;28402765;2022-11-09 21:05:02;46;2169560392;net loss, revenues, increase, growth, strong, substantial, margins, profitability, investment, opportunity, strategy, profit, expansion, note, yield, low, sell, exhaust, achievement, significant, leverage, impacted, sales, high, record, transition, dynamic, loss, Uncertainty, material, SEC, income, decrease, interest , expenses, debts, rise, interest rate, capital, account payable, deficiency, virus, severe, serious, regulation, risk, suffer, compromise, provision, negative, success, Ruling, obligation, cost, asset, balance, Liability, defer, terms, fee, issues, deficit;0;2;0
17653491;127889973;2022-12-12 19:50:58;69;1328043294;rebuilding, destroy, payout, risky, high, offer, stop, massive, lose;3;3;0
22323403;711213731;2023-01-03 00:00:00;56;1929679104;note, debts, interest, new, warrant, conversion, issues, dividend, transaction;0;5;0
15487657;7728615;2022-10-13 00:00:00;29;2396001506;down, new, exit, competition, change , doubt, chance;0;2;0
11574498;47171333;2022-06-13 00:00:00;50;2130953476;equity, asset, offer, interest, opportunity, expansion, investment, low, cost, risk, increase, significant, launch, strategy, critical, issue, material, term, process, change, retirement, ESG, challenge, close, note, resource, high, authority, regulation, operational risk;0;10;0
12981551;2125056;2022-07-26 00:00:00;15;3076745652;down, new, ceo, investigation, misconduct;0;2;0
15434751;1793884061;2022-10-11 00:00:00;69;1860169847;increase, penalty, loan, income, expansion, assistance, procedure, issues, SEC, warning, hurt, succession planning, high, terms, cuts, sales, m&a, Liability, new, default, affect, late payment, change , interest , funding, accountant, record, headline;0;1;0
15902683;689325;2022-10-24 08:00:33;56;1302119099;sales, earnings, growth, announcement, record, revenues, increase, rise, margins, order, expansion, closing, new, shorting, sales growth, high, liquidity, dividend, stabilized, investment, income, strong, sustainable, terms, process, comparison, profit, asset, borrowing, loan;5;10;0
32488481;869839;2023-03-20 06:32:40;29;2652121518;purchase, collapse, central bank, liquidity, funding, strained, concern, stabilized, assistance, crumbling, sales, regulator, worry, takeover, capital, strong, pressure, fall, withdrawal, aid, slowdown, new, chance, shorting, terms, insufficient, equity, firing, down, warning, balance, stable, sell, loss, cuts, credit rating, affect, interest rate, increase, inflation, tighten, asset, significant, turmoil, risk, shock, steady, high, weak, hinder, banking crisis, intensify, decline, fail, failure, bank run;0;5;0
16547327;106592124;2022-11-09 17:10:00;20;2254642377;contract, dynamic, provision, new, competitive, process, acquisition, terms, offer, launch, transformation, growth, strategy, increase, revenues, strong, gain, recovery, impacted, restriction, concern, balance, high, change , calculation, sales, divestiture, note, record, growth rates, equity, method, order, resources , financial statement, exchange rate, loss, currency, risk, Uncertainty, annual report, obligation, margins, debts;3;2;0
30376208;47869570;2023-02-23 00:00:00;10;4073050427;contract, assignment, new, extensive, growth, challenge, order, reserves, turnover, profit;5;3;0
13066662;881056;2022-08-01 00:00:00;27;2390235085;capital, expansion, growth, increase, strong;6;10;0
32020071;707079714;2023-03-09 00:00:00;10;1989727235;union, conflict, issues, dispute, risk, terms, allegation, unacceptable, trustee, divest, investment, launch, firing, deny, termination, ceo, interfere, association, note, Ruling, lose, concern, negative;-4;10;0
31985134;6463492;2023-03-09 00:00:00;11;4073050427;launch, low, firing, alarm, risk, reduce, cost, critical, dangerous, fail, exhaust, sales, process;0;1;0
10849306;424072994;2022-05-05 20:23:50;15;410194292;loss, miss, revenue;0;1;0
12727573;312932093;2022-07-21 00:00:00;70;923586289;Ausfall, betroffen, Problem, Schaden, beeinträchtigen, leiden;-8;8;0
33101420;4569972;2023-03-30 00:00:00;34;376236812;reduce, funding, trial;0;2;0
32378271;53499711;2023-03-16 00:00:00;18;1588865013;rating, certificate, credit, down, debts, profit, margins, low, balance, reduce, terms, concern, negative, capital, significant, decline, leverage, investment, reduction, liquidity, increase, weak, growth, steady, shortage, delay, affect, asset, downside, downturn, dividend, suspend, stable, strong, recovery, aid, cost, charge, record, transition, material, revenues, premiums, offer, new, high, transaction, stress, weaken, depreciation, stress test, change, comparison, liquidity facilities, stabilization, recovery plan, upgrade, severe, haircut, conversion, profitability, issues, note, yield, downgrade, rise, obligation, adverse, Liability, ESG, impacted;0;7;0
15797458;529777032;2022-10-18 00:00:00;15;2927671283;funding, issues, note, income, asset, lack, new, uncertain, investment, equity, impacted;0;1;0
13283018;27161961;2022-08-08 00:00:00;15;342917516;strike, refuse, issues, union, offer, inflation , increase, low, critical, threaten, inferior, contract, new, serious, disruption, crucial, hard, note, disclaim, Liability;-4;10;0
17745371;1796402161;2022-12-14 00:00:00;50;1735159377;fee, revenues, record, offer, ceo;2;5;0
13804266;24603346;2022-08-27 00:00:00;70;1081521637;serious, offer, problem, sales, closing, scandal, accuse, conflict, injure, miss;0;1;0
15752071;548855058;2022-10-20 00:00:00;50;3776785922;terms, increase, investment, export, offer, new, success, asset, sell;5;2;0
19656067;5853905;2022-12-15 00:00:00;50;1401539823;deny, issues, order, asset, loss carried forward, significant, litigation, sales, sell, proceedings, terms, court, interest, equity, warrant, violate, fraudulent, loss, complain, cost, authority, reject, terminate, affect, trial, serious, disturb, concern, recovery, interest rate, uncertain, charge, provision, default, investment, cancellation, process, certificate, balance, Liability, deficiency;0;1;0
17175180;165420;2022-11-26 00:00:00;20;735382228;doubt, down, new, subsidy, loss, order, extensive, purchase, funding, rebuilding, investment, unable, chance;-3;10;0
12012775;701154210;2022-06-27 11:30:00;6;3182763087;high, fault, note, firing, significant, down, strike, new, fall, interest , terms, sales, purchase, opportunity, stable, risk, Uncertainty, delay, change , competitive, affect;0;2;0
23738303;6477196;2023-01-13 00:00:00;48;3762738417;asset, down, profit, order, loss, gain, price decline, decline, acquisition;0;2;0
29395609;6659205;2023-02-17 00:00:00;15;2933820230;charge, new, sales, critical, funding, expansion, anxiety;5;2;0
17561339;34049884;2022-12-10 00:00:00;33;1496018772;doubt, interest, offer, premiums, sales, expensive, cost, new, high;0;2;0
32861940;225488472;2023-03-24 00:00:00;48;2839402158;termination, terminate, negative impact, victim, SEC, notice, ceo, increase, accuse, violate, regulator, issues, warning, offer, decrease, terms, gain, loss, affect, down;-4;10;0
25846907;387127;2023-01-25 15:12:15;16;2652121518;order, sales, low, growth, contract, fall, transition, new, offer, asset, ceo, high, earnings, drop in sales, revenues, fluctuation, down, concern, nervous, note, yield, financial crisis, dividend, interest, inflation, investment, cost, expenses, premiums, CFO, rise, defer, financial stress, tighten, pressure, hurt, margins, closing, material, impacted, acquisition, rating, gain, decline, shortage, problem, shorting, competitive, competition, currency, exchange rate, cuts, sales decline, exit, SEC, debts;7;5;0
30579355;29096;2023-02-23 00:00:00;70;447093020;(null);0;2;0
11623386;671190394;2022-06-14 13:00:03;50;2169560392;investment, challenge, method, strategy, competitive, essential, opportunity, increase, new, impact, leverage, offer, cut, term, growth, issue;2;10;0
